cycle_id,timestep,spindle_01,feed_01,wear_01,cool_01,vib_cnc_01,state,rul_steps
0,37,8519.628,291.023,63.283,24.011,1.038,0,365
0,38,8530.364,279.094,59.674,24.354,1.065,0,364
0,39,8527.89,285.989,55.7,24.708,1.109,0,363
0,40,8543.826,291.435,56.448,24.654,1.109,0,362
0,41,8346.398,296.093,60.313,24.589,1.034,0,361
0,42,8401.179,294.38,57.634,24.559,0.963,0,360
0,43,8528.93,293.884,59.656,24.178,0.88,0,359
0,44,8668.72,291.934,61.86,23.777,0.828,0,358
0,45,8832.91,280.422,62.161,23.555,0.788,0,357
0,46,8652.818,285.828,58.547,23.39,0.795,0,356
0,47,8841.838,296.396,58.44,23.704,0.764,0,355
0,48,8655.179,287.605,54.893,23.526,0.771,0,354
0,49,8592.957,288.422,54.952,23.287,0.841,0,353
0,50,8556.592,279.533,55.407,23.376,0.861,0,352
0,51,8644.976,277.084,52.837,23.808,0.891,0,351
0,52,8497.485,268.195,52.088,23.913,0.989,0,350
0,53,8393.266,274.477,55.526,23.798,1.03,0,349
0,54,8256.772,272.049,53.89,23.675,0.987,0,348
0,55,8368.755,273.96,56.268,23.544,0.954,0,347
0,56,8298.716,266.286,57.912,23.929,0.89,0,346
0,57,8113.454,253.016,54.254,23.918,0.943,0,345
0,58,8050.094,250.132,57.395,24.335,0.86,0,344
0,59,8000.0,264.664,59.765,24.744,0.921,0,343
0,60,8000.0,265.429,61.391,24.946,0.933,0,342
0,61,8000.0,279.501,60.154,24.499,0.961,0,341
0,62,8021.174,282.701,62.463,24.101,1.043,0,340
0,63,8118.466,274.95,63.078,24.514,1.028,0,339
0,64,8197.115,282.019,65.689,24.498,1.054,0,338
0,65,8216.748,280.708,63.311,24.439,1.035,0,337
0,66,8101.589,266.664,63.322,24.53,1.12,0,336
0,67,8126.734,263.289,59.34,24.118,1.07,0,335
0,68,8099.466,253.418,62.269,23.642,1.088,0,334
0,69,8177.258,247.732,62.787,23.909,1.145,0,333
0,70,8048.817,254.573,66.086,23.503,1.114,0,332
0,71,8200.36,246.358,63.605,23.916,1.153,0,331
0,72,8149.159,259.615,66.296,23.981,1.216,0,330
0,73,8185.852,261.896,64.663,24.087,1.12,0,329
0,74,8281.312,271.035,62.125,23.89,1.064,0,328
0,75,8093.301,266.255,61.55,24.183,1.125,0,327
0,76,8122.954,258.215,63.524,23.755,1.177,0,326
0,77,8045.751,272.736,61.772,23.559,1.252,0,325
0,78,8000.0,284.647,57.942,24.036,1.321,0,324
0,79,8000.0,294.461,61.169,24.398,1.26,0,323
0,80,8000.0,292.851,65.003,24.372,1.243,0,322
0,81,8000.0,296.081,68.016,24.713,1.146,0,321
0,82,8000.0,282.315,66.821,24.337,1.072,0,320
0,83,8080.995,276.171,65.224,24.443,1.064,0,319
0,84,8000.0,265.541,61.647,24.906,1.063,0,318
0,85,8001.894,266.065,63.434,25.374,1.012,0,317
0,86,8000.0,267.06,65.096,25.305,0.963,0,316
0,87,8010.798,274.381,64.713,25.773,0.983,0,315
0,88,8017.219,261.996,65.097,25.366,0.897,0,314
0,89,8142.544,272.946,65.072,25.128,0.845,0,313
0,90,8230.614,258.21,66.107,25.076,0.93,0,312
0,91,8332.334,254.573,67.326,24.699,0.843,0,311
0,92,8435.549,257.88,65.993,24.891,0.919,0,310
0,93,8315.616,257.721,62.838,24.686,0.874,0,309
0,94,8336.126,267.413,59.362,24.5,0.794,0,308
0,95,8168.567,264.696,57.395,24.862,0.791,0,307
0,96,8087.508,264.949,55.862,25.163,0.698,0,306
0,97,8134.482,250.587,55.202,25.182,0.621,0,305
0,98,8252.289,248.933,57.438,24.962,0.616,0,304
0,99,8109.336,253.897,54.674,25.031,0.647,0,303
0,100,8077.523,263.717,58.601,25.295,0.579,0,302
0,101,8000.0,255.929,57.5,25.471,0.663,0,301
0,102,8051.607,270.797,59.679,25.395,0.567,0,300
0,103,8211.428,277.621,57.178,25.08,0.548,0,299
0,104,8132.447,276.501,59.224,24.953,0.505,0,298
0,105,8000.0,277.436,57.467,24.581,0.5,0,297
0,106,8000.0,283.06,57.213,24.306,0.593,0,296
0,107,8133.24,284.285,59.482,24.648,0.538,0,295
0,108,8249.146,286.862,56.136,24.225,0.589,0,294
0,109,8172.149,297.643,57.664,24.645,0.598,0,293
0,110,8352.37,283.077,59.169,24.503,0.595,0,292
0,111,8372.253,287.576,56.422,24.5,0.636,0,291
0,112,8240.253,274.4,59.022,24.324,0.584,0,290
0,113,8150.709,287.35,60.12,24.755,0.643,0,289
0,114,8298.923,275.003,57.018,25.155,0.687,0,288
0,115,8409.456,275.878,55.215,25.099,0.778,0,287
0,116,8546.937,271.588,55.294,25.224,0.781,0,286
0,117,8496.057,273.618,55.968,25.152,0.702,0,285
0,118,8561.174,284.075,53.351,25.284,0.68,0,284
0,119,8557.908,288.205,51.115,25.116,0.691,0,283
0,120,8655.087,281.661,50.56,24.862,0.654,0,282
0,121,8601.193,280.664,46.888,24.719,0.71,0,281
0,122,8524.496,290.898,45.465,24.944,0.777,0,280
0,123,8635.668,304.886,47.175,25.329,0.717,0,279
0,124,8834.805,316.397,44.287,25.326,0.748,0,278
0,125,8913.697,303.269,44.8,25.241,0.658,0,277
0,126,8881.885,311.852,47.47,25.727,0.619,0,276
0,127,8696.459,317.158,48.339,25.376,0.65,0,275
0,128,8717.526,315.518,46.847,25.499,0.618,0,274
0,129,8557.762,325.113,43.377,25.9,0.57,0,273
0,130,8656.162,329.154,39.853,25.795,0.595,0,272
0,131,8788.255,320.124,43.146,25.657,0.647,0,271
0,132,8630.278,316.997,45.927,25.681,0.7,0,270
0,133,8437.964,305.711,42.887,25.915,0.773,0,269
0,134,8498.36,298.516,42.275,25.637,0.832,0,268
0,135,8489.863,312.824,41.579,25.535,0.923,0,267
0,136,8583.332,304.849,42.091,25.214,0.897,0,266
0,137,8508.092,292.387,39.444,25.353,0.927,0,265
0,138,8555.881,282.106,41.172,25.016,0.843,0,264
0,139,8651.402,288.873,39.33,25.206,0.806,0,263
0,140,8643.246,275.912,40.143,24.974,0.801,0,262
0,141,8825.004,271.108,43.714,25.468,0.771,0,261
0,142,8994.859,271.385,45.103,25.689,0.685,0,260
0,143,9103.481,266.089,41.355,25.544,0.593,0,259
0,144,9093.661,262.391,44.972,25.747,0.663,0,258
0,145,9287.66,271.82,48.881,25.304,0.722,0,257
0,146,9166.928,273.931,49.648,25.682,0.686,0,256
0,147,9167.59,281.232,50.996,25.547,0.651,0,255
0,148,9149.717,284.955,49.288,25.452,0.631,0,254
0,149,9095.85,278.636,52.006,25.371,0.617,0,253
0,150,9013.219,292.024,54.827,25.024,0.692,0,252
0,151,8991.876,281.938,58.107,25.286,0.694,0,251
0,152,9014.773,269.889,55.256,25.159,0.744,0,250
0,153,9122.573,269.762,56.811,25.236,0.653,0,249
0,154,9223.698,276.303,55.723,24.972,0.749,0,248
0,155,9162.464,281.117,53.854,25.113,0.652,0,247
0,156,8992.128,291.093,57.467,25.147,0.595,0,246
0,157,8977.908,279.639,53.609,25.55,0.552,0,245
0,158,9052.544,288.851,54.908,25.378,0.513,0,244
0,159,8885.667,295.855,57.635,25.795,0.5,0,243
0,160,9034.918,307.107,61.04,26.211,0.502,0,242
0,161,9061.591,308.845,60.065,26.673,0.5,0,241
0,162,8978.217,323.372,56.32,26.368,0.547,0,240
0,163,8894.062,314.478,57.638,26.193,0.5,0,239
0,164,8918.76,326.678,61.179,26.382,0.5,0,238
0,165,8935.283,324.977,59.729,25.926,0.5,0,237
0,166,8790.559,310.66,63.522,26.423,0.5,0,236
0,167,8790.481,317.449,62.034,26.326,0.551,0,235
0,168,8944.253,321.256,63.422,25.967,0.556,0,234
0,169,8882.653,320.388,61.308,25.939,0.502,0,233
0,170,8787.998,326.595,58.152,25.739,0.5,0,232
0,171,8646.477,316.654,58.031,25.719,0.5,0,231
0,172,8566.702,319.17,61.002,25.773,0.592,0,230
0,173,8376.669,318.473,60.077,26.123,0.672,0,229
0,174,8364.238,315.454,61.08,25.72,0.581,0,228
0,175,8519.019,321.92,59.06,25.814,0.5,0,227
0,176,8476.904,325.019,60.621,25.905,0.5,0,226
0,177,8648.95,334.051,58.006,25.644,0.582,0,225
0,178,8501.417,343.13,61.25,25.725,0.675,0,224
0,179,8355.598,346.341,58.865,25.827,0.744,0,223
0,180,8165.057,355.825,59.196,25.794,0.654,0,222
0,181,8096.224,364.099,56.102,25.332,0.571,0,221
0,182,8086.861,367.753,52.597,25.587,0.623,0,220
0,183,8000.0,378.89,52.726,25.106,0.604,0,219
0,184,8064.477,379.58,54.012,24.657,0.675,0,218
0,185,8157.512,387.219,56.838,24.539,0.671,0,217
0,186,8000.0,377.452,57.945,24.613,0.64,0,216
0,187,8000.0,385.517,59.876,24.642,0.661,0,215
0,188,8160.397,371.271,61.762,24.966,0.746,0,214
0,189,8104.203,369.071,62.73,24.928,0.836,0,213
0,190,8008.318,354.637,64.04,25.365,0.934,0,212
0,191,8000.0,339.956,63.054,25.404,0.908,0,211
0,192,8000.0,345.134,62.363,25.573,0.817,0,210
0,193,8060.395,350.926,65.321,25.954,0.752,0,209
0,194,8000.0,362.531,66.25,25.561,0.739,0,208
0,195,8078.737,361.452,68.753,25.526,0.78,0,207
0,196,8183.232,358.171,66.803,25.367,0.767,0,206
0,197,8382.43,364.859,69.541,24.971,0.861,0,205
0,198,8237.941,353.89,69.634,24.994,0.783,0,204
0,199,8330.373,355.378,68.34,25.362,0.838,0,203
0,200,8500.648,346.074,71.642,25.292,0.79,0,202
0,201,8360.14,332.517,74.092,25.682,0.772,0,201
0,202,8515.201,336.591,75.445,25.611,0.826,0,200
0,203,8406.124,340.352,71.493,25.474,0.76,0,199
0,204,8570.102,351.205,71.653,25.516,0.859,0,198
0,205,8372.355,349.281,74.802,25.915,0.814,0,197
0,206,8458.399,353.542,75.568,25.858,0.759,0,196
0,207,8544.974,354.632,71.718,26.026,0.694,0,195
0,208,8498.402,344.494,74.13,25.797,0.651,0,194
0,209,8360.571,343.882,71.731,25.943,0.644,0,193
0,210,8391.241,357.867,73.294,25.998,0.709,0,192
0,211,8223.544,351.452,77.041,25.766,0.671,0,191
0,212,8080.823,341.322,73.924,26.139,0.695,0,190
0,213,8267.594,338.062,77.247,26.096,0.64,0,189
0,214,8372.932,339.508,80.0,26.068,0.566,0,188
0,215,8205.321,327.974,80.0,26.278,0.646,0,187
0,216,8271.904,329.081,80.0,26.071,0.683,0,186
0,217,8101.496,326.838,80.0,25.601,0.741,0,185
0,218,8200.262,340.063,80.0,25.173,0.742,0,184
0,219,8080.042,350.531,80.0,25.003,0.71,0,183
0,220,8176.667,345.647,76.338,24.63,0.721,0,182
0,221,8114.174,343.408,79.426,24.189,0.662,0,181
0,222,8212.775,350.847,80.0,24.361,0.593,0,180
0,223,8393.955,357.22,76.349,24.843,0.583,0,179
0,224,8430.836,352.145,73.211,24.531,0.595,0,178
0,225,8502.823,360.34,72.64,24.796,0.574,0,177
0,226,8370.819,358.362,75.368,24.57,0.5,0,176
0,227,8445.448,372.91,79.147,24.994,0.5,0,175
0,228,8293.419,379.225,80.0,24.812,0.5,0,174
0,229,8277.263,391.857,80.0,24.803,0.5,0,173
0,230,8301.254,391.555,80.0,24.72,0.534,0,172
0,231,8130.081,378.913,80.0,24.301,0.5,0,171
0,232,8296.277,386.275,80.0,23.944,0.529,0,170
0,233,8311.001,374.265,80.0,24.347,0.5,0,169
0,234,8314.695,387.735,77.348,24.489,0.588,0,168
0,235,8281.361,402.663,80.0,24.524,0.509,0,167
0,236,8140.568,413.155,78.809,24.1,0.568,0,166
0,237,8000.0,401.6,79.36,24.167,0.618,0,165
0,238,8081.745,397.688,76.542,24.44,0.704,0,164
0,239,8254.352,384.223,78.289,24.308,0.734,0,163
0,240,8425.829,384.905,80.0,24.529,0.775,0,162
0,241,8488.306,397.385,76.046,24.5,0.81,0,161
0,242,7500.0,550.0,120.0,32.0,3.5,1,160
0,243,7456.842,550.0,122.271,32.294,3.5,1,159
0,244,7498.57,554.706,122.065,32.338,3.5,1,158
0,245,7466.155,561.315,120.703,32.086,3.5,1,157
0,246,7407.812,564.204,120.0,32.112,3.513,1,156
0,247,7426.23,568.045,120.0,32.0,3.546,1,155
0,248,7439.081,565.478,120.0,32.352,3.5,1,154
0,249,7398.519,566.766,120.0,32.468,3.585,1,153
0,250,7344.253,567.82,121.526,32.607,3.554,1,152
0,251,7285.171,563.307,123.132,32.732,3.612,1,151
0,252,7240.762,564.491,125.149,32.815,3.649,1,150
0,253,7175.487,560.099,127.679,33.058,3.659,1,149
0,254,7144.863,565.94,128.778,32.915,3.721,1,148
0,255,7117.21,560.797,129.948,33.027,3.768,1,147
0,256,7159.604,562.153,127.217,33.345,3.749,1,146
0,257,7224.853,560.948,125.257,32.988,3.836,1,145
0,258,7197.385,567.622,121.84,32.863,3.866,1,144
0,259,7203.556,562.97,121.32,32.779,3.784,1,143
0,260,7206.034,556.611,120.0,32.691,3.735,1,142
0,261,7249.552,553.284,123.517,32.955,3.71,1,141
0,262,7315.011,555.984,120.0,33.188,3.768,1,140
0,263,7365.633,561.893,120.0,32.949,3.737,1,139
0,264,7367.295,566.796,120.0,33.266,3.68,1,138
0,265,7399.853,573.514,122.827,33.615,3.688,1,137
0,266,7396.021,579.535,124.943,33.471,3.66,1,136
0,267,7436.751,582.556,121.6,33.714,3.665,1,135
0,268,7384.823,579.115,120.0,33.826,3.747,1,134
0,269,7367.973,576.303,120.0,33.955,3.756,1,133
0,270,7321.79,570.182,120.0,34.15,3.794,1,132
0,271,7339.741,567.527,120.008,34.215,3.815,1,131
0,272,7326.69,561.669,120.38,34.043,3.9,1,130
0,273,7366.716,556.442,123.364,33.832,3.92,1,129
0,274,7388.285,554.406,120.497,33.776,3.854,1,128
0,275,7330.977,550.377,120.0,33.574,3.916,1,127
0,276,7286.543,550.0,123.482,33.831,3.861,1,126
0,277,7266.758,550.0,123.973,34.061,3.833,1,125
0,278,7282.958,554.699,123.015,34.018,3.781,1,124
0,279,7233.636,551.159,124.154,33.839,3.811,1,123
0,280,7194.567,555.204,125.367,34.108,3.849,1,122
0,281,7254.339,559.508,124.028,34.019,3.898,1,121
0,282,7255.918,565.869,123.375,33.862,3.94,1,120
0,283,7302.274,560.537,121.074,33.649,3.902,1,119
0,284,7328.89,563.014,120.0,33.811,3.991,1,118
0,285,7292.3,568.098,120.0,34.078,4.055,1,117
0,286,7344.764,566.424,120.0,34.097,4.124,1,116
0,287,7327.278,560.524,120.0,34.362,4.161,1,115
0,288,7308.696,558.214,120.0,34.254,4.117,1,114
0,289,7323.454,553.133,120.0,34.174,4.118,1,113
0,290,7261.36,555.632,121.016,33.934,4.088,1,112
0,291,7297.497,556.755,124.397,33.837,4.061,1,111
0,292,7315.065,561.384,123.789,33.754,4.064,1,110
0,293,7372.193,555.168,125.698,33.651,3.987,1,109
0,294,7316.92,552.005,129.025,33.932,3.98,1,108
0,295,7255.128,555.152,128.466,34.01,4.036,1,107
0,296,7199.766,550.0,127.305,34.245,4.091,1,106
0,297,7262.444,550.0,130.324,34.405,4.096,1,105
0,298,7322.904,552.947,130.856,34.624,4.052,1,104
0,299,7350.936,559.629,131.293,34.478,4.078,1,103
0,300,7400.488,564.735,134.153,34.448,4.168,1,102
0,301,7418.311,566.955,132.045,34.154,4.172,1,101
0,302,7373.669,570.493,129.451,34.027,4.124,1,100
0,303,7399.822,572.076,129.23,33.871,4.089,1,99
0,304,7438.904,573.419,127.777,33.762,4.033,1,98
0,305,7410.997,570.564,127.949,33.981,4.115,1,97
0,306,7447.498,569.897,125.373,34.196,4.031,1,96
0,307,7382.832,567.807,126.385,34.287,4.048,1,95
0,308,7347.894,570.894,124.228,34.309,4.11,1,94
0,309,7323.019,569.602,123.657,34.577,4.046,1,93
0,310,7270.914,567.261,124.635,34.887,4.014,1,92
0,311,7268.499,566.628,124.665,34.684,3.949,1,91
0,312,7247.132,561.905,123.709,34.658,3.914,1,90
0,313,7182.544,557.334,122.965,34.424,3.888,1,89
0,314,7132.441,558.64,123.915,34.776,3.873,1,88
0,315,7160.604,552.105,125.87,34.611,3.938,1,87
0,316,7099.467,550.0,125.8,34.299,4.013,1,86
0,317,7134.77,550.0,126.396,34.592,4.096,1,85
0,318,7198.02,550.816,123.432,34.52,4.007,1,84
0,319,7188.697,555.243,125.717,34.17,4.032,1,83
0,320,7132.424,560.141,129.162,33.919,4.095,1,82
0,321,7166.494,554.73,130.188,33.664,4.05,1,81
0,322,6000.0,700.0,200.0,40.0,5.5,2,80
0,323,6000.0,702.918,201.493,40.123,5.5,2,79
0,324,6000.0,702.467,202.39,40.303,5.5,2,78
0,325,6000.0,704.879,201.728,40.421,5.528,2,77
0,326,6000.0,703.669,201.114,40.519,5.552,2,76
0,327,5981.405,704.246,200.41,40.555,5.57,2,75
0,328,5987.088,702.221,200.0,40.486,5.548,2,74
0,329,5981.209,703.113,201.454,40.517,5.506,2,73
0,330,6000.0,701.981,203.263,40.565,5.5,2,72
0,331,5968.256,702.92,202.039,40.701,5.507,2,71
0,332,5948.601,703.225,201.612,40.629,5.55,2,70
0,333,5927.045,701.967,200.342,40.816,5.546,2,69
0,334,5925.299,703.424,202.164,40.818,5.561,2,68
0,335,5961.732,705.231,204.03,40.685,5.557,2,67
0,336,5925.395,707.451,204.053,40.487,5.603,2,66
0,337,5921.441,708.489,205.979,40.512,5.642,2,65
0,338,5953.369,707.925,206.16,40.44,5.607,2,64
0,339,5974.429,710.948,207.512,40.625,5.62,2,63
0,340,5986.115,713.168,207.648,40.432,5.662,2,62
0,341,5994.722,713.395,208.224,40.268,5.643,2,61
0,342,5970.242,713.069,209.184,40.083,5.657,2,60
0,343,5939.255,716.434,208.438,40.112,5.624,2,59
0,344,5920.808,716.48,209.176,40.0,5.639,2,58
0,345,5886.639,719.885,208.808,40.0,5.628,2,57
0,346,5920.967,720.48,209.354,40.0,5.584,2,56
0,347,5900.703,718.722,207.657,40.037,5.575,2,55
0,348,5896.082,718.598,206.319,40.164,5.607,2,54
0,349,5879.961,717.7,206.04,40.241,5.646,2,53
0,350,5877.233,717.869,206.502,40.174,5.611,2,52
0,351,5909.045,719.789,205.784,40.358,5.658,2,51
0,352,5937.832,722.39,206.493,40.326,5.649,2,50
0,353,5973.813,722.306,206.488,40.236,5.61,2,49
0,354,6000.0,722.327,207.204,40.041,5.625,2,48
0,355,6000.0,719.535,207.03,40.029,5.592,2,47
0,356,6000.0,721.009,208.196,40.0,5.635,2,46
0,357,6000.0,723.848,206.662,40.0,5.641,2,45
0,358,5964.642,725.884,205.492,40.141,5.625,2,44
0,359,5987.432,723.783,206.297,40.0,5.608,2,43
0,360,5979.829,726.472,206.779,40.0,5.61,2,42
0,361,5974.981,723.604,205.894,40.0,5.596,2,41
0,362,5952.591,725.062,204.135,40.0,5.638,2,40
0,363,5938.161,726.486,205.444,40.084,5.614,2,39
0,364,5947.873,727.024,207.202,40.0,5.605,2,38
0,365,5981.024,726.734,209.154,40.083,5.586,2,37
0,366,6000.0,727.159,207.214,40.246,5.573,2,36
0,367,6000.0,727.803,208.087,40.356,5.623,2,35
0,368,6000.0,731.45,206.202,40.477,5.666,2,34
0,369,5991.285,731.34,204.354,40.367,5.641,2,33
0,370,4500.0,850.0,280.0,48.0,7.5,3,32
0,371,4500.0,854.32,280.0,48.334,7.596,3,31
0,372,4500.0,856.326,283.135,48.386,7.649,3,30
0,373,4439.498,863.653,281.236,48.664,7.571,3,29
0,374,4470.524,856.582,281.027,48.318,7.56,3,28
0,375,4425.171,850.994,280.016,48.567,7.583,3,27
0,376,4473.46,853.944,280.0,48.932,7.614,3,26
0,377,4500.0,855.121,280.0,49.199,7.586,3,25
0,378,4500.0,854.038,280.0,49.21,7.5,3,24
0,379,4500.0,850.0,281.622,49.477,7.541,3,23
0,380,4500.0,856.921,284.243,49.368,7.537,3,22
0,381,4425.683,850.211,284.547,49.556,7.561,3,21
0,382,4427.859,854.983,283.284,49.332,7.5,3,20
0,383,4470.49,861.649,280.755,49.469,7.5,3,19
0,384,4435.135,858.702,280.712,49.146,7.57,3,18
0,385,4409.678,863.414,284.166,49.225,7.624,3,17
0,386,4357.183,862.043,280.838,48.995,7.68,3,16
0,387,4323.203,863.229,284.798,49.35,7.646,3,15
0,388,4386.37,867.517,283.841,49.615,7.618,3,14
0,389,4405.586,861.517,285.141,49.26,7.633,3,13
0,390,4471.468,854.466,286.976,49.323,7.626,3,12
0,391,4488.44,859.621,288.237,49.28,7.567,3,11
0,392,4476.131,857.226,286.416,48.995,7.651,3,10
0,393,4488.291,853.685,284.93,49.012,7.621,3,9
0,394,4500.0,857.68,284.009,48.817,7.695,3,8
0,395,4500.0,859.714,281.386,48.435,7.722,3,7
0,396,4500.0,862.425,280.013,48.349,7.669,3,6
0,397,4425.806,866.39,280.0,48.548,7.731,3,5
0,398,4354.587,865.014,283.28,48.5,7.681,3,4
0,399,4294.662,872.242,284.438,48.899,7.742,3,3
0,400,4283.103,877.128,286.011,49.098,7.821,3,2
0,401,4342.207,873.317,284.567,48.83,7.785,3,1
1,0,11305.266,245.974,54.547,27.066,1.825,0,460
1,1,11140.169,239.305,52.581,27.471,1.803,0,459
1,2,11013.725,229.256,53.298,27.249,1.822,0,458
1,3,10961.098,243.605,54.516,27.246,1.852,0,457
1,4,10854.081,247.994,55.123,27.469,1.801,0,456
1,5,10774.45,235.611,55.694,27.238,1.736,0,455
1,6,10888.32,232.475,55.478,26.978,1.713,0,454
1,7,11022.948,242.807,53.909,27.412,1.767,0,453
1,8,10851.022,237.277,57.235,27.155,1.741,0,452
1,9,10976.145,235.203,59.823,27.498,1.833,0,451
1,10,10958.314,237.057,57.996,27.748,1.893,0,450
1,11,10845.169,223.823,59.497,27.464,1.909,0,449
1,12,10755.513,222.952,59.747,27.456,1.915,0,448
1,13,10704.866,212.278,62.502,27.812,2.015,0,447
1,14,10528.974,221.729,60.085,27.835,1.916,0,446
1,15,10388.828,214.046,57.344,27.942,1.868,0,445
1,16,10259.789,202.458,58.223,27.869,1.877,0,444
1,17,10154.072,212.235,55.813,27.983,1.962,0,443
1,18,10248.651,223.489,58.551,27.688,1.863,0,442
1,19,10215.616,229.595,55.701,27.546,1.821,0,441
1,20,10058.505,214.945,59.016,28.0,1.902,0,440
1,21,10240.795,225.79,55.156,27.843,1.857,0,439
1,22,10411.355,226.062,56.35,27.701,1.943,0,438
1,23,10599.886,228.952,54.719,27.446,1.896,0,437
1,24,10774.881,220.87,57.695,27.115,1.914,0,436
1,25,10784.801,222.142,58.667,27.485,1.918,0,435
1,26,10838.638,221.689,61.674,27.449,1.99,0,434
1,27,10904.922,219.29,61.444,26.984,1.954,0,433
1,28,10874.507,222.11,57.464,27.269,1.919,0,432
1,29,10714.543,223.427,54.638,27.484,1.866,0,431
1,30,10790.585,238.343,54.619,26.995,1.8,0,430
1,31,10721.288,238.874,56.661,27.027,1.857,0,429
1,32,10598.303,231.322,54.692,26.9,1.872,0,428
1,33,10503.245,241.667,51.134,26.623,1.907,0,427
1,34,10336.145,243.881,54.068,26.556,1.88,0,426
1,35,10403.983,254.992,50.182,26.342,1.785,0,425
1,36,10259.253,254.898,51.611,26.085,1.874,0,424
1,37,10283.997,246.564,54.502,26.128,1.887,0,423
1,38,10141.802,258.828,57.818,26.539,1.897,0,422
1,39,10269.78,248.131,54.979,26.718,1.954,0,421
1,40,10449.538,245.411,51.571,26.613,1.898,0,420
1,41,10513.798,249.826,47.777,26.775,1.947,0,419
1,42,10588.197,264.787,47.494,27.097,1.924,0,418
1,43,10700.748,273.439,49.509,26.971,1.883,0,417
1,44,10640.851,260.411,50.616,26.748,1.932,0,416
1,45,10722.277,245.63,53.177,27.189,1.888,0,415
1,46,10842.734,241.925,55.912,27.055,1.912,0,414
1,47,10728.734,232.393,56.007,27.411,1.888,0,413
1,48,10924.312,221.689,58.745,26.96,1.804,0,412
1,49,10744.75,218.559,58.417,27.011,1.712,0,411
1,50,10869.936,216.311,61.846,27.492,1.788,0,410
1,51,10803.948,203.243,58.842,27.747,1.812,0,409
1,52,10964.866,200.0,58.534,27.395,1.904,0,408
1,53,11142.466,209.735,59.026,26.976,1.808,0,407
1,54,10949.782,200.0,58.599,26.895,1.886,0,406
1,55,11002.032,200.0,55.496,26.408,1.983,0,405
1,56,10984.967,200.0,59.234,26.809,2.053,0,404
1,57,10813.202,206.077,57.663,26.684,2.021,0,403
1,58,10622.659,208.101,59.849,26.636,2.002,0,402
1,59,10751.444,202.367,61.821,26.483,1.948,0,401
1,60,10782.978,216.196,62.28,26.956,1.946,0,400
1,61,10723.352,213.285,63.414,26.564,1.857,0,399
1,62,10588.493,224.056,65.994,26.544,1.866,0,398
1,63,10632.98,222.713,63.613,26.796,1.93,0,397
1,64,10778.489,208.53,67.202,26.413,1.971,0,396
1,65,10966.622,219.662,67.458,25.979,1.968,0,395
1,66,10912.767,209.438,66.323,25.605,1.89,0,394
1,67,10890.105,222.373,62.817,25.371,1.974,0,393
1,68,10814.126,226.535,65.309,24.919,1.916,0,392
1,69,10893.379,216.238,64.133,25.395,1.832,0,391
1,70,11041.816,207.56,61.212,25.799,1.821,0,390
1,71,11054.178,200.0,59.413,25.747,1.891,0,389
1,72,10887.131,200.0,63.213,26.2,1.965,0,388
1,73,10886.699,200.0,60.901,26.548,1.967,0,387
1,74,10783.799,207.617,57.504,26.877,1.913,0,386
1,75,10856.866,205.501,56.999,27.31,1.906,0,385
1,76,10875.271,202.082,55.269,27.157,1.954,0,384
