cycle_id,timestep,temp_01,vib_01,pres_01,rpm_01,pwr_01,state,rul_steps
0,101,67.43,3.411,95.0,1721.8,16.627,0,134
0,102,67.06,3.46,95.0,1728.3,16.769,0,133
0,103,66.8,3.39,95.121,1720.7,16.715,0,132
0,104,67.72,3.489,95.448,1716.9,16.79,0,131
0,105,68.13,3.467,95.617,1707.2,16.674,0,130
0,106,68.18,3.4,95.216,1713.9,16.87,0,129
0,107,68.29,3.468,95.804,1706.7,16.849,0,128
0,108,68.08,3.384,96.11,1705.4,16.837,0,127
0,109,67.38,3.32,96.599,1700.0,16.73,0,126
0,110,66.96,3.318,96.703,1700.0,16.563,0,125
0,111,66.45,3.387,96.868,1703.0,16.632,0,124
0,112,66.97,3.298,96.708,1703.8,16.567,0,123
0,113,67.66,3.295,97.03,1710.8,16.569,0,122
0,114,68.48,3.312,97.45,1707.6,16.568,0,121
0,115,68.55,3.233,97.329,1716.0,16.621,0,120
0,116,67.9,3.201,96.959,1706.5,16.792,0,119
0,117,67.8,3.162,97.077,1700.0,16.703,0,118
0,118,68.2,3.189,97.655,1702.4,16.694,0,117
0,119,68.73,3.27,97.92,1711.7,16.807,0,116
0,120,69.46,3.193,98.199,1710.5,16.828,0,115
0,121,69.77,3.287,98.78,1706.2,16.921,0,114
0,122,70.27,3.256,98.329,1700.0,17.0,0,113
0,123,70.25,3.353,98.287,1709.6,16.965,0,112
0,124,70.83,3.27,98.353,1715.6,17.0,0,111
0,125,71.48,3.177,98.201,1706.6,16.844,0,110
0,126,71.83,3.22,98.529,1713.9,16.939,0,109
0,127,72.43,3.13,98.211,1716.3,17.0,0,108
0,128,71.44,3.133,98.423,1706.9,16.961,0,107
0,129,72.23,3.167,98.108,1714.0,16.9,0,106
0,130,72.94,3.127,98.217,1711.9,16.81,0,105
0,131,73.71,3.064,97.719,1708.7,16.897,0,104
0,132,74.33,3.164,97.474,1706.9,16.751,0,103
0,133,74.48,3.264,97.715,1708.8,16.708,0,102
0,134,75.0,3.263,97.277,1706.1,16.535,0,101
0,135,74.4,3.167,97.22,1708.8,16.473,0,100
0,136,74.24,3.258,97.523,1709.6,16.386,0,99
0,137,75.0,3.205,97.313,1717.8,16.398,0,98
0,138,75.0,3.224,97.497,1713.8,16.295,0,97
0,139,74.64,3.155,97.947,1709.5,16.319,0,96
0,140,75.0,3.211,97.873,1709.0,16.517,0,95
0,141,78.0,4.2,108.0,1650.0,18.0,1,94
0,142,78.22,4.274,108.362,1650.0,18.0,1,93
0,143,78.3,4.2,108.5,1650.0,18.003,1,92
0,144,78.21,4.2,108.914,1644.6,18.0,1,91
0,145,78.0,4.2,108.873,1644.9,18.0,1,90
0,146,78.0,4.2,108.769,1638.9,18.054,1,89
0,147,78.0,4.2,108.674,1637.8,18.0,1,88
0,148,78.0,4.285,108.225,1637.9,18.0,1,87
0,149,78.0,4.269,108.478,1642.5,18.0,1,86
0,150,78.0,4.209,108.46,1645.0,18.0,1,85
0,151,78.0,4.309,108.053,1644.5,18.057,1,84
0,152,78.0,4.203,108.0,1650.0,18.0,1,83
0,153,78.0,4.2,108.0,1650.0,18.0,1,82
0,154,78.09,4.221,108.314,1643.3,18.095,1,81
0,155,78.24,4.2,108.56,1648.1,18.029,1,80
0,156,78.76,4.2,108.653,1650.0,18.0,1,79
0,157,79.16,4.2,108.923,1650.0,18.0,1,78
0,158,79.05,4.2,108.543,1643.7,18.0,1,77
0,159,78.45,4.2,108.745,1646.5,18.064,1,76
0,160,78.21,4.291,108.83,1641.4,18.0,1,75
0,161,78.46,4.215,108.836,1648.1,18.0,1,74
0,162,78.0,4.33,108.913,1643.0,18.107,1,73
0,163,78.48,4.339,109.022,1640.0,18.0,1,72
0,164,78.6,4.291,109.17,1644.5,18.0,1,71
0,165,78.72,4.228,109.506,1641.2,18.03,1,70
0,166,78.79,4.203,109.666,1644.2,18.048,1,69
0,167,79.11,4.317,109.593,1644.4,18.0,1,68
0,168,79.49,4.321,109.51,1638.9,18.105,1,67
0,169,79.35,4.364,109.195,1645.2,18.018,1,66
0,170,78.97,4.448,109.566,1641.3,18.01,1,65
0,171,79.27,4.536,109.457,1641.5,18.075,1,64
0,172,79.56,4.603,109.52,1636.2,18.185,1,63
0,173,80.02,4.672,109.16,1632.2,18.25,1,62
0,174,79.42,4.785,109.05,1635.1,18.355,1,61
0,175,79.29,4.742,109.147,1636.2,18.33,1,60
0,176,79.41,4.844,109.118,1632.1,18.297,1,59
0,177,79.28,4.758,108.815,1634.6,18.254,1,58
0,178,79.85,4.698,108.454,1638.1,18.357,1,57
0,179,79.58,4.628,108.171,1638.3,18.348,1,56
0,180,79.27,4.522,108.154,1644.6,18.389,1,55
0,181,79.27,4.431,108.0,1641.8,18.461,1,54
0,182,79.74,4.525,108.436,1648.3,18.583,1,53
0,183,79.2,4.44,108.26,1649.0,18.474,1,52
0,184,79.64,4.467,108.298,1644.5,18.408,1,51
0,185,79.21,4.55,108.374,1647.7,18.353,1,50
0,186,79.05,4.527,108.608,1650.0,18.274,1,49
0,187,79.6,4.438,108.965,1644.6,18.21,1,48
0,188,92.0,6.8,118.0,1500.0,21.0,2,47
0,189,92.24,6.8,118.0,1499.6,21.0,2,46
0,190,92.39,6.846,118.187,1498.4,21.005,2,45
0,191,92.21,6.812,118.018,1500.0,21.063,2,44
0,192,92.41,6.815,118.013,1500.0,21.068,2,43
0,193,92.36,6.8,118.0,1500.0,21.066,2,42
0,194,92.68,6.8,118.027,1497.8,21.029,2,41
0,195,92.35,6.8,118.236,1496.5,21.045,2,40
0,196,92.33,6.8,118.252,1494.1,21.118,2,39
0,197,92.55,6.831,118.236,1491.5,21.181,2,38
0,198,92.44,6.8,118.157,1493.7,21.2,2,37
0,199,92.61,6.838,118.013,1496.9,21.19,2,36
0,200,92.71,6.8,118.26,1495.3,21.125,2,35
0,201,92.68,6.8,118.086,1496.3,21.109,2,34
0,202,92.98,6.8,118.199,1496.0,21.133,2,33
0,203,93.05,6.8,118.424,1494.8,21.084,2,32
0,204,93.17,6.845,118.194,1494.4,21.143,2,31
0,205,93.35,6.909,118.21,1495.6,21.113,2,30
0,206,93.66,6.892,118.329,1494.9,21.123,2,29
0,207,93.81,6.893,118.533,1494.3,21.145,2,28
0,208,93.7,6.881,118.503,1491.5,21.083,2,27
0,209,93.82,6.901,118.584,1487.9,21.057,2,26
0,210,93.61,6.937,118.765,1486.0,21.083,2,25
0,211,93.35,6.908,118.584,1484.3,21.109,2,24
0,212,93.64,6.869,118.605,1485.9,21.177,2,23
0,213,93.71,6.837,118.668,1484.5,21.248,2,22
0,214,93.64,6.862,118.429,1483.8,21.304,2,21
0,215,93.72,6.854,118.647,1486.4,21.278,2,20
0,216,93.75,6.853,118.713,1485.2,21.239,2,19
0,217,106.0,9.4,128.0,1350.0,24.0,3,18
0,218,106.58,9.51,128.343,1350.0,24.073,3,17
0,219,106.95,9.578,128.324,1349.3,24.0,3,16
0,220,107.15,9.524,128.082,1350.0,24.0,3,15
0,221,106.76,9.606,128.442,1345.0,24.0,3,14
0,222,106.53,9.683,128.781,1339.6,24.082,3,13
0,223,106.0,9.655,129.28,1335.0,24.0,3,12
0,224,106.0,9.686,129.713,1342.2,24.0,3,11
0,225,106.0,9.761,129.484,1348.0,24.049,3,10
0,226,106.0,9.848,129.16,1346.8,24.065,3,9
0,227,106.0,9.896,129.313,1350.0,24.215,3,8
0,228,106.02,9.791,129.541,1350.0,24.16,3,7
0,229,106.0,9.771,129.092,1350.0,24.116,3,6
0,230,106.4,9.858,129.413,1348.7,24.062,3,5
0,231,106.75,9.936,129.404,1350.0,24.0,3,4
0,232,107.28,9.831,129.058,1350.0,24.0,3,3
0,233,106.66,9.701,128.994,1350.0,24.0,3,2
0,234,106.87,9.785,128.662,1344.7,24.108,3,1
1,0,71.94,2.529,105.133,1718.6,14.678,0,509
1,1,71.87,2.503,104.796,1712.8,14.779,0,508
1,2,71.11,2.42,104.408,1706.3,14.908,0,507
1,3,70.9,2.518,103.972,1709.4,14.887,0,506
1,4,70.69,2.593,104.543,1716.8,14.764,0,505
1,5,70.13,2.624,104.29,1721.5,14.791,0,504
1,6,70.23,2.69,104.543,1712.1,14.611,0,503
1,7,70.43,2.687,104.255,1710.4,14.714,0,502
1,8,71.09,2.7,104.117,1705.9,14.723,0,501
1,9,70.72,2.712,104.329,1700.0,14.523,0,500
1,10,70.14,2.791,104.505,1700.0,14.679,0,499
1,11,70.08,2.787,105.028,1700.0,14.565,0,498
1,12,70.25,2.726,105.243,1700.0,14.405,0,497
1,13,69.67,2.71,104.854,1700.0,14.549,0,496
1,14,69.31,2.682,104.321,1700.0,14.455,0,495
1,15,69.53,2.623,104.787,1708.6,14.295,0,494
1,16,68.74,2.547,104.93,1701.0,14.436,0,493
1,17,69.25,2.61,104.961,1711.0,14.253,0,492
1,18,69.05,2.575,105.5,1712.5,14.376,0,491
1,19,68.4,2.671,105.498,1712.4,14.564,0,490
1,20,68.16,2.651,105.6,1704.9,14.493,0,489
1,21,67.54,2.571,106.039,1706.7,14.436,0,488
1,22,67.36,2.557,106.199,1715.3,14.609,0,487
1,23,67.14,2.523,106.14,1716.6,14.594,0,486
1,24,67.46,2.534,105.925,1713.5,14.545,0,485
1,25,66.65,2.467,106.193,1711.3,14.431,0,484
1,26,66.78,2.519,105.902,1717.9,14.602,0,483
1,27,66.97,2.552,105.365,1726.8,14.559,0,482
1,28,67.82,2.568,104.77,1717.5,14.631,0,481
1,29,67.94,2.473,105.063,1724.6,14.63,0,480
1,30,67.88,2.375,105.407,1721.2,14.781,0,479
1,31,67.62,2.388,105.131,1714.4,14.891,0,478
1,32,67.61,2.395,105.689,1723.7,15.034,0,477
1,33,66.99,2.414,106.143,1721.2,14.874,0,476
1,34,67.61,2.41,106.221,1730.8,14.917,0,475
1,35,67.46,2.384,106.122,1723.2,15.035,0,474
1,36,68.14,2.341,105.886,1730.7,14.845,0,473
1,37,68.18,2.334,106.114,1723.9,14.912,0,472
1,38,67.93,2.357,105.562,1723.2,14.921,0,471
1,39,67.36,2.285,105.189,1720.0,14.759,0,470
1,40,68.25,2.266,105.559,1729.5,14.592,0,469
1,41,68.56,2.341,105.72,1728.1,14.564,0,468
1,42,67.63,2.348,106.313,1737.3,14.38,0,467
1,43,68.04,2.308,106.796,1728.2,14.555,0,466
1,44,68.72,2.231,106.268,1734.9,14.417,0,465
1,45,68.79,2.315,106.349,1732.8,14.395,0,464
1,46,67.91,2.408,106.122,1726.6,14.309,0,463
1,47,68.84,2.327,106.563,1730.8,14.441,0,462
1,48,69.79,2.396,107.0,1723.3,14.56,0,461
1,49,69.88,2.404,107.0,1732.7,14.642,0,460
1,50,69.85,2.396,106.864,1730.0,14.598,0,459
1,51,69.03,2.311,107.0,1728.9,14.771,0,458
1,52,69.25,2.218,106.589,1723.0,14.961,0,457
1,53,68.69,2.221,107.0,1732.6,14.855,0,456
1,54,67.79,2.152,106.476,1726.5,14.883,0,455
1,55,68.61,2.159,106.627,1720.5,15.003,0,454
1,56,68.85,2.232,107.0,1717.5,14.839,0,453
1,57,68.3,2.22,107.0,1715.0,14.948,0,452
1,58,68.38,2.156,106.785,1718.1,15.017,0,451
1,59,68.25,2.102,107.0,1711.5,15.191,0,450
1,60,67.63,2.024,106.997,1711.9,15.195,0,449
1,61,67.5,2.122,106.981,1711.4,15.163,0,448
1,62,66.64,2.141,106.654,1714.2,14.984,0,447
1,63,67.6,2.135,107.0,1713.7,14.808,0,446
1,64,68.24,2.165,107.0,1712.2,14.863,0,445
1,65,68.96,2.191,106.817,1715.5,14.932,0,444
1,66,69.88,2.165,106.727,1721.7,14.934,0,443
1,67,70.35,2.157,106.386,1726.6,14.787,0,442
1,68,69.75,2.182,106.683,1734.5,14.696,0,441
1,69,68.97,2.273,106.268,1728.5,14.612,0,440
1,70,69.03,2.35,106.581,1732.7,14.482,0,439
1,71,68.74,2.346,106.157,1728.1,14.406,0,438
1,72,68.0,2.356,106.404,1719.5,14.398,0,437
1,73,68.56,2.405,106.782,1718.5,14.526,0,436
1,74,68.04,2.377,106.393,1717.8,14.483,0,435
1,75,67.52,2.428,106.17,1713.3,14.335,0,434
1,76,67.4,2.388,106.013,1708.0,14.441,0,433
1,77,68.26,2.388,106.185,1715.4,14.64,0,432
1,78,68.49,2.466,106.675,1721.2,14.625,0,431
1,79,67.65,2.369,106.648,1721.1,14.587,0,430
1,80,67.79,2.38,107.0,1713.2,14.478,0,429
1,81,68.37,2.449,107.0,1720.7,14.634,0,428
1,82,68.0,2.429,106.722,1722.8,14.809,0,427
1,83,67.69,2.441,106.477,1716.2,14.687,0,426
1,84,66.81,2.531,106.361,1722.9,14.76,0,425
1,85,66.19,2.466,106.735,1718.2,14.925,0,424
1,86,65.47,2.501,107.0,1712.9,14.835,0,423
1,87,66.4,2.454,106.916,1711.6,14.737,0,422
1,88,66.95,2.509,106.77,1718.3,14.622,0,421
1,89,65.96,2.523,107.0,1709.0,14.505,0,420
1,90,66.0,2.585,106.507,1706.9,14.604,0,419
1,91,65.74,2.523,106.141,1705.1,14.596,0,418
1,92,66.47,2.551,106.37,1714.8,14.56,0,417
1,93,66.27,2.636,106.065,1719.4,14.662,0,416
1,94,65.47,2.629,105.706,1713.1,14.648,0,415
1,95,65.05,2.689,106.195,1719.2,14.554,0,414
1,96,64.6,2.64,105.757,1728.0,14.515,0,413
1,97,64.04,2.709,105.636,1718.7,14.38,0,412
1,98,64.32,2.765,105.289,1727.1,14.52,0,411
1,99,65.02,2.711,104.75,1734.4,14.443,0,410
1,100,65.26,2.763,104.304,1740.0,14.618,0,409
1,101,65.71,2.751,104.756,1740.6,14.716,0,408
1,102,66.36,2.801,104.501,1732.9,14.611,0,407
1,103,66.36,2.802,104.6,1730.9,14.726,0,406
1,104,67.19,2.752,104.884,1734.4,14.735,0,405
1,105,66.56,2.811,105.437,1738.8,14.902,0,404
1,106,67.53,2.781,105.603,1738.3,15.097,0,403
1,107,66.72,2.763,106.053,1734.0,15.212,0,402
1,108,66.49,2.859,106.514,1730.0,15.32,0,401
1,109,66.16,2.881,106.704,1736.6,15.13,0,400
1,110,65.6,2.923,106.78,1736.5,14.952,0,399
1,111,65.3,2.996,106.217,1734.5,15.13,0,398
1,112,64.4,3.046,105.926,1741.8,15.228,0,397
1,113,65.17,2.989,105.964,1747.4,15.127,0,396
1,114,64.63,2.895,106.514,1751.6,15.181,0,395
1,115,65.12,2.901,106.485,1750.6,15.237,0,394
1,116,64.52,2.979,106.859,1747.6,15.269,0,393
1,117,63.8,3.073,107.0,1756.0,15.201,0,392
1,118,63.14,3.015,106.508,1748.4,15.03,0,391
1,119,64.12,2.93,106.067,1755.0,15.062,0,390
1,120,64.67,2.956,106.526,1757.7,15.071,0,389
1,121,65.1,2.946,106.341,1757.1,14.939,0,388
1,122,65.69,2.898,105.925,1752.0,15.076,0,387
1,123,65.35,2.935,106.353,1743.6,15.182,0,386
1,124,64.97,2.879,106.58,1751.8,15.1,0,385
1,125,65.1,2.837,106.645,1754.2,15.144,0,384
1,126,65.35,2.764,106.877,1757.7,15.217,0,383
1,127,64.5,2.753,106.768,1749.4,15.106,0,382
1,128,64.38,2.802,106.452,1756.0,15.124,0,381
1,129,64.9,2.796,106.451,1758.4,15.295,0,380
1,130,64.88,2.802,106.574,1763.2,15.124,0,379
1,131,64.92,2.798,107.0,1763.0,15.111,0,378
1,132,65.84,2.788,106.617,1757.4,14.949,0,377
1,133,64.84,2.775,106.94,1762.0,14.762,0,376
1,134,64.98,2.705,107.0,1755.4,14.813,0,375
1,135,64.63,2.734,106.895,1760.6,14.705,0,374
1,136,65.45,2.734,107.0,1767.6,14.905,0,373
1,137,64.89,2.691,106.701,1762.8,14.938,0,372
1,138,65.88,2.789,106.733,1765.6,15.082,0,371
1,139,66.75,2.73,106.767,1772.3,15.003,0,370
1,140,66.63,2.827,107.0,1780.4,15.122,0,369
1,141,66.16,2.791,107.0,1781.6,15.125,0,368
1,142,66.44,2.773,107.0,1778.3,15.057,0,367
1,143,65.69,2.711,107.0,1777.2,14.948,0,366
1,144,66.21,2.721,106.425,1773.5,14.819,0,365
1,145,66.52,2.677,105.903,1764.6,14.852,0,364
1,146,65.57,2.746,105.49,1766.8,14.829,0,363
1,147,65.45,2.661,105.853,1774.6,14.634,0,362
1,148,64.81,2.741,105.912,1767.6,14.515,0,361
1,149,65.13,2.786,106.032,1776.7,14.513,0,360
1,150,64.73,2.782,105.863,1771.2,14.331,0,359
1,151,64.43,2.824,105.286,1770.0,14.389,0,358
1,152,64.65,2.879,105.658,1774.2,14.23,0,357
1,153,64.6,2.9,105.353,1765.0,14.119,0,356
1,154,64.51,2.883,104.965,1771.5,14.289,0,355
1,155,63.92,2.969,104.386,1780.0,14.47,0,354
1,156,62.94,3.021,104.951,1788.1,14.658,0,353
1,157,63.04,2.937,105.37,1790.4,14.704,0,352
1,158,62.88,2.951,104.955,1795.2,14.534,0,351
1,159,63.34,3.021,104.922,1795.4,14.459,0,350
1,160,64.27,3.068,104.764,1788.9,14.347,0,349
1,161,64.2,3.156,105.045,1783.2,14.491,0,348
1,162,63.96,3.227,104.735,1785.6,14.662,0,347
1,163,63.47,3.265,105.32,1778.6,14.497,0,346
1,164,63.82,3.233,104.806,1778.1,14.598,0,345
1,165,63.39,3.2,105.22,1778.5,14.735,0,344
1,166,63.29,3.291,105.401,1770.8,14.89,0,343
1,167,63.26,3.219,104.985,1774.6,14.708,0,342
1,168,62.84,3.147,104.914,1772.9,14.717,0,341
1,169,62.4,3.054,105.051,1770.3,14.778,0,340
1,170,61.61,2.956,104.749,1769.5,14.735,0,339
1,171,62.24,2.932,104.786,1771.3,14.544,0,338
1,172,62.27,2.901,104.691,1763.3,14.657,0,337
1,173,63.15,2.805,104.813,1768.6,14.571,0,336
1,174,63.73,2.832,105.328,1778.2,14.388,0,335
1,175,63.62,2.841,104.904,1775.0,14.583,0,334
1,176,62.65,2.832,105.315,1771.4,14.575,0,333
1,177,63.6,2.827,104.872,1762.5,14.753,0,332
1,178,63.14,2.827,104.381,1761.0,14.925,0,331
1,179,63.14,2.922,104.092,1761.0,15.069,0,330
1,180,63.04,2.878,104.518,1758.8,15.081,0,329
1,181,63.99,2.815,104.28,1749.5,15.038,0,328
1,182,63.39,2.851,103.897,1753.0,14.944,0,327
1,183,63.1,2.821,104.158,1752.3,14.888,0,326
1,184,63.81,2.835,103.814,1760.3,14.825,0,325
1,185,62.88,2.834,103.363,1755.1,14.924,0,324
1,186,62.15,2.895,103.887,1757.2,15.008,0,323
1,187,62.57,2.994,103.697,1750.4,15.016,0,322
1,188,62.64,2.929,103.833,1740.7,15.187,0,321
1,189,62.17,2.837,103.363,1735.5,15.096,0,320
1,190,61.23,2.793,102.994,1733.1,15.05,0,319
1,191,60.91,2.759,102.502,1723.6,14.931,0,318
1,192,61.43,2.857,103.016,1723.7,14.944,0,317
1,193,61.05,2.912,103.334,1730.6,15.102,0,316
1,194,60.92,2.965,103.702,1726.8,15.274,0,315
1,195,60.11,3.064,104.026,1718.6,15.336,0,314
1,196,59.18,3.118,104.385,1720.7,15.479,0,313
1,197,58.38,3.073,104.282,1711.5,15.458,0,312
1,198,57.91,3.052,104.192,1719.1,15.367,0,311
1,199,58.69,3.037,103.985,1719.2,15.334,0,310
1,200,58.21,3.038,103.567,1716.2,15.36,0,309
1,201,58.04,3.102,103.275,1725.6,15.474,0,308
1,202,58.97,3.17,102.846,1726.1,15.342,0,307
1,203,59.61,3.187,102.562,1734.7,15.188,0,306
1,204,59.73,3.231,102.033,1736.7,15.314,0,305
1,205,58.87,3.233,101.743,1739.9,15.162,0,304
1,206,59.74,3.312,101.366,1736.4,15.197,0,303
1,207,60.18,3.301,100.954,1728.5,15.397,0,302
1,208,60.09,3.375,100.933,1736.9,15.232,0,301
1,209,59.32,3.461,101.47,1733.2,15.174,0,300
1,210,59.22,3.445,101.098,1741.2,15.075,0,299
1,211,59.63,3.358,100.544,1744.3,15.011,0,298
1,212,59.95,3.277,101.084,1749.2,15.161,0,297
1,213,59.22,3.241,100.926,1750.0,15.08,0,296
1,214,58.34,3.215,100.631,1747.7,14.959,0,295
1,215,57.86,3.24,100.497,1744.6,14.972,0,294
1,216,58.41,3.216,100.602,1753.9,14.981,0,293
1,217,59.23,3.274,100.073,1752.5,15.061,0,292
1,218,60.2,3.266,99.584,1753.7,14.911,0,291
1,219,60.7,3.268,99.852,1761.1,14.963,0,290
1,220,60.93,3.319,100.263,1768.5,14.777,0,289
1,221,61.04,3.262,100.695,1771.5,14.745,0,288
1,222,60.42,3.23,100.94,1765.6,14.583,0,287
1,223,61.19,3.283,100.58,1761.4,14.772,0,286
1,224,61.61,3.305,100.349,1757.4,14.587,0,285
1,225,62.07,3.213,99.755,1762.0,14.767,0,284
1,226,62.58,3.208,99.738,1760.7,14.697,0,283
1,227,62.62,3.194,99.856,1768.7,14.895,0,282
1,228,61.78,3.171,99.473,1765.7,14.81,0,281
1,229,61.13,3.224,99.468,1774.1,14.623,0,280
1,230,60.26,3.204,98.965,1769.3,14.817,0,279
1,231,59.68,3.144,99.053,1769.3,14.85,0,278
1,232,59.43,3.209,98.619,1767.9,14.925,0,277
1,233,60.17,3.183,98.7,1759.3,14.794,0,276
1,234,59.31,3.229,98.446,1763.7,14.62,0,275
1,235,60.03,3.296,97.953,1754.2,14.443,0,274
1,236,60.74,3.243,98.011,1752.7,14.561,0,273
1,237,60.72,3.243,98.598,1745.7,14.693,0,272
1,238,59.82,3.238,99.061,1749.0,14.767,0,271
1,239,59.35,3.222,98.901,1749.5,14.752,0,270
1,240,59.0,3.183,98.602,1746.8,14.612,0,269
1,241,59.75,3.204,98.163,1750.6,14.751,0,268
1,242,59.22,3.134,97.573,1741.6,14.856,0,267
1,243,60.2,3.043,97.871,1733.0,14.893,0,266
